n_nodes = 69
n_observations = 50
n_actions = 4
init_State = 54


transition_fn

0.000159,0.178008,0.000000,0.000000,0.000000,0.010068,0.000000,0.003791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.001167,0.000000,0.019476,0.000000,0.011367,0.000027,0.000000,0.000000,0.000000,0.000020,0.000893,0.000110,0.000000,0.258722,0.000000,0.000202,0.000000,0.000000,0.000000,0.000000,0.105418,0.124669,0.000000,0.000000,0.000000,0.000164,0.016187,0.000000,0.000566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024580,0.000000,0.000000,0.000481,0.000000,0.095047,0.014210,0.134629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000487,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012267,0.045821,0.000930,0.000000,0.000000,0.000000,0.000000,0.028192,0.000000,0.000000,0.000000,0.036715,0.000000,0.005333,0.000000,0.111234,0.000000,0.000000,0.000000,0.000000,0.040995,0.000000,0.000000,0.000000,0.003591,0.000000,0.000000,0.000000,0.000000,0.069998,0.021247,0.000755,0.278711,0.000627,0.000000,0.000000,0.000000,0.000000,0.000821,0.000000,0.000000,0.000011,0.001347,0.002946,0.000000,0.000000,0.189736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000346,0.000000,0.000000,0.000000,0.000000,0.004014,0.000000,0.143824,0.000051
0.000000,0.071134,0.000000,0.000000,0.000000,0.001583,0.000050,0.000000,0.000145,0.003367,0.000000,0.000000,0.001271,0.001363,0.000000,0.000000,0.000000,0.000000,0.525910,0.000000,0.046645,0.000000,0.000384,0.000106,0.002477,0.000000,0.000000,0.023065,0.002449,0.000039,0.000000,0.004431,0.000000,0.000000,0.000000,0.000000,0.000000,0.006129,0.000928,0.085153,0.008230,0.000000,0.000000,0.000000,0.000000,0.002412,0.000000,0.007466,0.044799,0.000000,0.000000,0.000000,0.000000,0.000243,0.000000,0.000000,0.000000,0.000000,0.014371,0.000000,0.003915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.126200,0.015736
0.000019,0.000000,0.000000,0.000000,0.000000,0.061012,0.000000,0.000000,0.001763,0.000000,0.000000,0.000000,0.002545,0.148816,0.000000,0.000000,0.000000,0.000000,0.079387,0.000331,0.166520,0.000000,0.000375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021920,0.000000,0.179805,0.000000,0.000394,0.000000,0.000000,0.000000,0.000000,0.000033,0.113088,0.038349,0.000000,0.000000,0.000000,0.000281,0.002406,0.000212,0.002855,0.000000,0.006303,0.000000,0.000000,0.000000,0.008674,0.000000,0.001169,0.000000,0.000129,0.003455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.061123,0.099033
0.000000,0.002687,0.000000,0.001497,0.000000,0.000472,0.000000,0.006117,0.114029,0.012399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000375,0.000000,0.000000,0.079118,0.000000,0.282496,0.000000,0.046938,0.003518,0.000000,0.002631,0.000000,0.000042,0.000000,0.002449,0.048124,0.000016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005293,0.000294,0.006883,0.000000,0.000000,0.000000,0.000000,0.222634,0.000000,0.000000,0.002455,0.000000,0.000000,0.000000,0.000000,0.113177,0.000000,0.000029,0.000000,0.000000,0.007144,0.005364,0.003461,0.000000,0.000000,0.000000,0.000000,0.009012,0.000000,0.000000,0.021345
0.000488,0.001942,0.012958,0.000000,0.000000,0.003036,0.001276,0.000399,0.000000,0.000000,0.000000,0.000000,0.000685,0.000000,0.000000,0.000843,0.000000,0.000000,0.056093,0.000000,0.013001,0.000000,0.079407,0.000884,0.000000,0.000000,0.000000,0.000000,0.001178,0.000000,0.002573,0.060063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012154,0.265544,0.003229,0.000000,0.000000,0.000819,0.003251,0.055285,0.000025,0.000000,0.097128,0.001322,0.000000,0.000000,0.000000,0.030954,0.000000,0.000000,0.000000,0.233954,0.013269,0.000000,0.003851,0.000000,0.000000,0.043162,0.000017,0.000000,0.000000,0.000012,0.001198
0.056439,0.078914,0.005192,0.000000,0.000000,0.069435,0.000439,0.000000,0.000000,0.000000,0.000000,0.000000,0.002886,0.000036,0.000000,0.002717,0.000000,0.000000,0.069584,0.000000,0.012251,0.000000,0.000000,0.018580,0.000190,0.000000,0.000000,0.221079,0.000000,0.000000,0.000000,0.000000,0.000086,0.000000,0.000000,0.000000,0.000000,0.000000,0.098106,0.009493,0.130213,0.000000,0.000000,0.000000,0.000000,0.002692,0.000000,0.000000,0.007385,0.000000,0.000000,0.000000,0.000000,0.002387,0.000394,0.101466,0.000031,0.000000,0.011416,0.000000,0.000000,0.000000,0.000000,0.000000,0.098459,0.000000,0.000132,0.000000,0.000000
0.029309,0.136248,0.000000,0.000000,0.000000,0.027960,0.000000,0.000000,0.018338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007283,0.027992,0.000000,0.000262,0.030268,0.317418,0.001058,0.000000,0.000000,0.000000,0.000075,0.000000,0.000000,0.008267,0.000357,0.000000,0.000715,0.000000,0.000038,0.000446,0.009804,0.015376,0.002784,0.000000,0.000000,0.000000,0.000000,0.218480,0.024597,0.000000,0.000000,0.041022,0.000000,0.010580,0.000000,0.000000,0.004434,0.000121,0.000000,0.000000,0.000160,0.001477,0.000000,0.000000,0.000056,0.000000,0.007445,0.015171,0.042460,0.000000,0.000000,0.000000
0.000000,0.002829,0.000015,0.000000,0.000000,0.000000,0.000000,0.000000,0.029565,0.003366,0.000000,0.000000,0.000000,0.000000,0.004425,0.002612,0.000000,0.000000,0.012853,0.006843,0.020744,0.000000,0.034467,0.000682,0.000431,0.006307,0.000000,0.028979,0.005894,0.019379,0.040170,0.000000,0.000000,0.000974,0.000000,0.000000,0.000000,0.000000,0.603497,0.021063,0.000000,0.000000,0.000000,0.000000,0.047997,0.001823,0.000000,0.000000,0.000034,0.000000,0.000000,0.000000,0.000000,0.031807,0.000000,0.000000,0.007116,0.000000,0.001076,0.000000,0.063657,0.000000,0.000000,0.000000,0.000000,0.000068,0.000000,0.000000,0.001326
0.000000,0.001493,0.000000,0.000000,0.000000,0.000030,0.000031,0.000000,0.000000,0.053272,0.000000,0.000000,0.000099,0.004614,0.005776,0.000000,0.000000,0.000000,0.120601,0.000000,0.011216,0.000000,0.003405,0.000487,0.000000,0.000000,0.000000,0.615467,0.002906,0.000000,0.001017,0.000996,0.000000,0.000000,0.000000,0.000000,0.000081,0.000000,0.019557,0.016333,0.000024,0.000000,0.000000,0.000000,0.000000,0.000000,0.004365,0.000000,0.005734,0.008117,0.001839,0.000000,0.000000,0.000471,0.000000,0.000000,0.000000,0.071478,0.015508,0.000000,0.000406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000018,0.000000,0.034658
