n_nodes = 66
n_observations = 50
n_actions = 4


transition_fn

0.010189,0.011855,0.000685,0.000000,0.000828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.088709,0.000000,0.000000,0.000000,0.000000,0.007809,0.000000,0.000000,0.000000,0.000000,0.000000,0.009999,0.000000,0.001098,0.000000,0.000000,0.000000,0.000267,0.048623,0.000000,0.002707,0.000000,0.000000,0.164691,0.002700,0.069600,0.000000,0.000000,0.006677,0.000000,0.000291,0.000000,0.086694,0.130794,0.000000,0.000000,0.000083,0.000000,0.000000,0.008165,0.000132,0.000000,0.000010,0.000000,0.000000,0.324946,0.007790,0.004103,0.000000,0.000021,0.000000,0.010532,0.000000
0.000000,0.000000,0.000067,0.034281,0.008795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043277,0.024157,0.000000,0.000000,0.000000,0.000000,0.171035,0.000000,0.000000,0.000000,0.000000,0.000000,0.001163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233141,0.014151,0.000882,0.000000,0.000000,0.005391,0.000024,0.000000,0.035689,0.000000,0.000672,0.003779,0.358541,0.000987,0.000000,0.000000,0.002508,0.000000,0.000000,0.000000,0.000000,0.030798,0.029026,0.000033,0.000000,0.000000,0.000000,0.000000,0.000305,0.000000,0.000000,0.001298,0.000000
0.000052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000465,0.000000,0.002563,0.000000,0.000000,0.000000,0.000052,0.000000,0.000000,0.000027,0.000000,0.000000,0.000000,0.012010,0.000000,0.000057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000328,0.939340,0.000000,0.001368,0.000000,0.000000,0.000399,0.000000,0.000185,0.000000,0.003363,0.000000,0.023478,0.000000,0.000000,0.007703,0.004704,0.000000,0.000000,0.000000,0.000025,0.003879,0.000000
0.000024,0.000000,0.001444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012726,0.000000,0.007812,0.000000,0.000000,0.000000,0.092552,0.002775,0.000000,0.000000,0.004370,0.000000,0.000000,0.033829,0.000000,0.004023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050186,0.000212,0.000292,0.000072,0.000000,0.000220,0.150560,0.000000,0.000000,0.000000,0.001838,0.003724,0.000000,0.037392,0.000000,0.000000,0.173940,0.000874,0.000014,0.000000,0.013905,0.000446,0.000446,0.079978,0.000000,0.321823,0.000000,0.000000,0.000000,0.000000,0.000000,0.004524,0.000000
0.051652,0.000000,0.001480,0.000000,0.001990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002370,0.000000,0.089041,0.000048,0.040158,0.000000,0.000000,0.004038,0.000000,0.000000,0.000019,0.000000,0.000000,0.028943,0.092084,0.009214,0.000000,0.081923,0.000000,0.000083,0.000000,0.000000,0.057109,0.001939,0.061299,0.014532,0.000225,0.000000,0.000000,0.000538,0.000019,0.000000,0.179043,0.000000,0.000000,0.000084,0.000000,0.000000,0.000012,0.001050,0.000000,0.000013,0.000000,0.000024,0.047903,0.006285,0.000000,0.000000,0.000000,0.000000,0.000000,0.050219,0.000000,0.176664,0.000000
0.000000,0.047861,0.058985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037784,0.000000,0.000000,0.000000,0.006192,0.203516,0.000000,0.000000,0.001819,0.000000,0.000000,0.069418,0.000000,0.000549,0.000000,0.000047,0.000000,0.009520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000378,0.000000,0.000000,0.119299,0.000000,0.000022,0.000000,0.145998,0.015152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.085573,0.140403,0.000000,0.000269,0.017525,0.000000,0.000000,0.000000,0.000000,0.039691,0.000000
0.001191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001001,0.000000,0.002439,0.000080,0.000026,0.000000,0.000000,0.000000,0.000000,0.026619,0.000000,0.000014,0.000000,0.000000,0.000000,0.000034,0.000000,0.028902,0.000000,0.000725,0.000000,0.000000,0.000000,0.000000,0.015184,0.008921,0.020649,0.005501,0.008156,0.000165,0.000000,0.000035,0.000000,0.000000,0.014605,0.000017,0.000000,0.010046,0.000000,0.000000,0.066216,0.000000,0.025071,0.000000,0.000109,0.000000,0.044787,0.000323,0.000000,0.627380,0.000000,0.081236,0.000000,0.002560,0.000000,0.008007,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000950,0.000000,0.000000,0.134709,0.430239,0.000000,0.000000,0.000000,0.000000,0.000092,0.000000,0.000000,0.002248,0.000000,0.000000,0.023076,0.000000,0.003329,0.000000,0.000000,0.000000,0.032497,0.000000,0.000000,0.002374,0.118086,0.010862,0.001637,0.000000,0.000000,0.001136,0.016721,0.000258,0.000000,0.053096,0.000000,0.000000,0.000234,0.000000,0.000012,0.000015,0.000000,0.000000,0.003207,0.023217,0.000093,0.015440,0.120505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000037,0.005929,0.000000
0.000000,0.003123,0.002018,0.002232,0.000133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000064,0.002103,0.000000,0.000000,0.000000,0.000000,0.006205,0.000000,0.000613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000920,0.000000,0.000241,0.000000,0.000000,0.000000,0.027787,0.000450,0.008633,0.000081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062604,0.000000,0.000000,0.000072,0.000000,0.000000,0.023937,0.000000,0.000015,0.000000,0.000075,0.001048,0.000000,0.132185,0.000000,0.639454,0.000000,0.000000,0.000083,0.082345,0.000415,0.003167,0.000000
0.000038,0.000000,0.228976,0.000000,0.037666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002017,0.000000,0.000000,0.000000,0.000000,0.015379,0.000000,0.000000,0.000589,0.000000,0.000000,0.001489,0.000000,0.000000,0.000000,0.000000,0.000000,0.003501,0.000000,0.000000,0.058360,0.000000,0.000000,0.000000,0.000136,0.000018,0.320208,0.029442,0.000000,0.000000,0.088766,0.000441,0.001458,0.017534,0.000000,0.000000,0.064706,0.000029,0.000000,0.000045,0.000219,0.000000,0.018236,0.002687,0.000000,0.000453,0.000000,0.000000,0.000000,0.000843,0.000000,0.106764,0.000000
